grade_id,student_id,module_id,score,grade
2159,13155,ST159,47,F
2160,13160,DA160,76,B
2161,13161,DA161,54,D
2162,13162,AP162,90,A
2163,13163,DA163,44,F
2164,13165,PR164,84,A
2165,13168,PR165,92,A
2166,13172,ST166,97,A
2167,13173,DA167,92,A
2168,13174,DA168,62,C
2169,13177,MA169,56,D
2170,13180,AP170,67,C
2171,13184,DA171,90,A
2172,13186,MA173,45,F
2173,13195,DI174,81,A
2174,13196,SO175,45,F
2175,13197,AD176,84,A
2176,13199,NE177,86,A
2177,13200,PR178,61,C
2178,13202,WE179,67,C
2179,13203,AP180,89,A
2180,13206,EN181,99,A
2181,13207,DA182,87,A
2182,13208,CO183,93,A
2183,13214,AP184,91,A
2184,13216,WE185,64,C
2185,13217,DI186,95,A
2186,13218,SU187,61,C
2187,13220,CL188,72,B
2188,13222,TH189,81,A
2189,13226,TH190,85,A
2190,13231,TH191,82,A
2191,13238,TH192,83,A
2192,13245,PS193,58,D
2193,13248,GE194,64,C
2194,13249,EX195,46,F
2195,13250,ET196,60,C
2196,13252,TH197,72,B
2197,13253,PS198,100,A
2198,13255,SE199,50,D
2199,13258,RE200,60,C
2200,13260,DI201,49,F
2201,13263,IN202,79,B
2202,13266,PS203,64,C
2203,13268,IN204,95,A
2204,13271,PR205,79,B
2205,13273,FO206,55,D
2206,13276,PS207,51,D
2207,13279,FO208,77,B
2208,13280,PR209,93,A
2209,13283,ET210,51,D
2210,13286,DI211,61,C
2211,13288,RE212,57,D
2212,13290,SO213,44,F
2213,13294,PR214,73,B
2214,13298,ET215,90,A
2215,13304,LA216,73,B
2216,13306,JU217,74,B
2217,13307,PR218,81,A
2218,13310,IN219,97,A
2219,13314,LA220,79,B
2220,13316,CR221,48,F
2221,13319,LE222,81,A
2222,13320,AR223,81,A
2223,13322,CI224,90,A
2224,13326,PR225,75,B
2225,13328,PR226,52,D
2226,13329,PR227,79,B
2227,13332,QU228,67,C
2228,13334,IN229,95,A
2229,13337,CO230,49,F
2230,13342,AD231,97,A
2231,13345,TR232,67,C
2232,13352,AU234,87,A
2233,13354,IN235,85,A
2234,13356,AC236,88,A
2235,13358,DI237,83,A
2236,13363,RE238,85,A
2237,13365,PR239,74,B
2238,13367,AP240,85,A
2239,13370,BU241,54,D
2240,13371,PR242,85,A
2241,13374,FI243,87,A
2242,13376,DA244,75,B
2243,13379,BU245,95,A
2244,13381,AP246,58,D
2245,13382,AP247,75,B
2246,13384,PR248,65,C
2247,13389,OP249,87,A
2248,13391,ET250,74,B
2249,13393,ST251,66,C
2250,13398,EL252,56,D
2251,13399,MA100,100,A
2252,13400,CH101,80,A
2253,13401,EN102,59,D
2254,13403,BA103,40,F
2255,13404,ME104,98,A
2256,13408,EN105,81,A
2257,13409,PH106,88,A
2258,13410,PR107,58,D
2259,13419,EL108,92,A
2260,13421,IN109,43,F
2261,13422,DI110,89,A
2262,13423,EL111,46,F
2263,13426,EL112,62,C
2264,13427,EL113,71,B
2265,13431,CM114,49,F
2266,13433,CO115,71,B
2267,13448,EL116,93,A
2268,13449,FI117,73,B
2269,13451,EL118,43,F
2270,13453,UT119,42,F
2271,13454,MA120,83,A
2272,13459,CH121,58,D
2273,13462,EL122,66,C
2274,13467,EN123,71,B
2275,13469,PH124,87,A
2276,13470,AD125,50,D
2277,13472,EL126,88,A
2278,13473,MA127,98,A
2279,13474,LI128,82,A
2280,13476,DI130,94,A
2281,13477,IN131,94,A
2282,13482,BA132,68,C
2283,13483,AN133,46,F
2284,13484,GE134,53,D
2285,13490,GE135,90,A
2286,13492,EL136,60,C
2287,13493,AN137,93,A
2288,13497,BA138,96,A
2289,13498,BA139,65,C
2290,13499,FI140,61,C
2291,13500,AN141,40,F
2292,13502,BI142,75,B
2293,13503,AN143,69,C
2294,13504,GE144,99,A
2295,13512,AN145,40,F
2296,13515,FI146,70,B
2297,13516,PA147,57,D
2298,13517,RE148,99,A
2299,13518,BI149,100,A
2300,13519,AN150,91,A
2301,13523,AN151,90,A
2302,13524,AN152,66,C
2303,13527,PH153,100,A
2304,13528,PH154,95,A
2305,13530,FI155,63,C
2306,13535,RA156,48,F
2307,13536,PR157,73,B
2308,13543,PR158,88,A
2309,13546,ST159,67,C
2310,13549,DA160,48,F
2311,13551,DA161,83,A
2312,13557,AP162,46,F
2313,13558,DA163,93,A
2314,13565,PR164,68,C
2315,13569,PR165,87,A
2316,13572,ST166,44,F
2317,13573,DA167,55,D
2318,13574,DA168,78,B
2319,13576,MA169,55,D
2320,13577,AP170,77,B
2321,13579,DA171,82,A
2322,13580,ST172,73,B
2323,13582,MA173,65,C
2324,13585,DI174,48,F
2325,13586,SO175,61,C
2326,13588,AD176,43,F
2327,13589,NE177,53,D
2328,13594,WE179,72,B
2329,13599,AP180,90,A
2330,13600,EN181,88,A
2331,13603,DA182,58,D
2332,13605,CO183,43,F
2333,13606,AP184,60,C
2334,13610,WE185,52,D
2335,13611,DI186,64,C
2336,13612,SU187,40,F
2337,13613,CL188,71,B
2338,13615,TH189,68,C
2339,13617,TH190,63,C
2340,13623,TH191,86,A
2341,13624,TH192,62,C
2342,13627,PS193,50,D
2343,13628,GE194,59,D
2344,13629,EX195,56,D
2345,13630,ET196,67,C
2346,13631,TH197,90,A
2347,13632,PS198,57,D
2348,13633,SE199,56,D
2349,13634,RE200,73,B
2350,13636,DI201,82,A
2351,13640,IN202,92,A
2352,13644,PS203,89,A
2353,13645,IN204,58,D
2354,13646,PR205,54,D
2355,13647,FO206,48,F
2356,13650,PS207,100,A
2357,13655,FO208,75,B
2358,13656,PR209,92,A
2359,13664,ET210,82,A
2360,13671,DI211,56,D
2361,13675,RE212,83,A
2362,13678,SO213,53,D
2363,13681,PR214,84,A
2364,13682,ET215,91,A
2365,13683,LA216,81,A
2366,13685,JU217,48,F
2367,13687,PR218,63,C
2368,13691,IN219,99,A
2369,13692,LA220,46,F
2370,13693,CR221,52,D
2371,13694,LE222,74,B
2372,13697,AR223,82,A
2373,13699,CI224,79,B
2374,13702,PR225,79,B
2375,13704,PR226,46,F
2376,13706,PR227,96,A
2377,13707,QU228,58,D
2378,13708,IN229,49,F
2379,13710,CO230,85,A
2380,13713,AD231,57,D
2381,13716,TR232,59,D
2382,13724,AD233,99,A
2383,13726,AU234,79,B
2384,13729,IN235,64,C
2385,13730,AC236,86,A
2386,13734,DI237,74,B
2387,13735,RE238,96,A
2388,13736,PR239,59,D
2389,13738,AP240,44,F
2390,13740,BU241,51,D
2391,13743,PR242,77,B
2392,13744,FI243,61,C
2393,13747,DA244,99,A
2394,13752,BU245,93,A
2395,13754,AP246,46,F
2396,13756,AP247,64,C
2397,13757,PR248,95,A
2398,13760,OP249,82,A
2399,13761,ET250,61,C
2400,13763,EL252,93,A
2401,13764,MA100,86,A
2402,13765,CH101,90,A
2403,13768,EN102,53,D
2404,13770,BA103,40,F
2405,13773,ME104,60,C
2406,13775,EN105,42,F
2407,13776,PH106,93,A
2408,13780,PR107,73,B
2409,13781,EL108,50,D
2410,13783,IN109,50,D
2411,13791,DI110,41,F
2412,13792,EL111,56,D
2413,13795,EL112,52,D
2414,13796,EL113,92,A
2415,13800,CM114,83,A
2416,13801,CO115,91,A
2417,13803,EL116,42,F
2418,13805,FI117,59,D
2419,13806,EL118,63,C
2420,13814,UT119,56,D
2421,13815,MA120,80,A
2422,13816,CH121,42,F
2423,13821,EL122,42,F
2424,13822,EN123,59,D
2425,13823,PH124,74,B
2426,13824,AD125,50,D
2427,13827,EL126,54,D
2428,13828,MA127,93,A
2429,13829,LI128,72,B
2430,13834,RE129,43,F
2431,13836,DI130,44,F
2432,13840,IN131,84,A
2433,13841,BA132,86,A
2434,13847,AN133,58,D
2435,13849,GE134,98,A
2436,13853,GE135,46,F
2437,13855,EL136,46,F
2438,13858,AN137,42,F
2439,13860,BA138,64,C
2440,13861,BA139,42,F
2441,13866,FI140,96,A
2442,13867,AN141,79,B
2443,13868,BI142,47,F
2444,13873,AN143,48,F
2445,13875,GE144,68,C
2446,13876,AN145,98,A
2447,13877,FI146,83,A
2448,13878,PA147,89,A
2449,13879,RE148,73,B
2450,13881,BI149,87,A
2451,13882,AN150,95,A
2452,13884,AN151,41,F
2453,13889,AN152,78,B
2454,13891,PH153,72,B
2455,13893,PH154,62,C
2456,13898,FI155,78,B
2457,13903,RA156,88,A
2458,13905,PR157,84,A
2459,13906,PR158,82,A
2460,13908,ST159,96,A
2461,13912,DA160,58,D
2462,13915,DA161,43,F
2463,13917,AP162,52,D
2464,13919,DA163,42,F
2465,13920,PR164,47,F
2466,13921,PR165,71,B
2467,13924,ST166,46,F
2468,13925,DA167,78,B
2469,13931,DA168,43,F
2470,13934,MA169,83,A
2471,13935,AP170,40,F
2472,13936,DA171,64,C
2473,13939,ST172,82,A
2474,13940,MA173,100,A
2475,13946,DI174,81,A
2476,13947,SO175,49,F
2477,13948,AD176,51,D
2478,13950,PR178,47,F
2479,13951,WE179,93,A
2480,13952,AP180,41,F
2481,13954,EN181,53,D
2482,13957,DA182,79,B
2483,13960,CO183,94,A
2484,13962,AP184,41,F
2485,13963,WE185,83,A
2486,13964,DI186,77,B
2487,13967,SU187,45,F
2488,13969,CL188,58,D
2489,13971,TH189,86,A
2490,13978,TH190,97,A
2491,13979,TH191,56,D
2492,13983,TH192,73,B
2493,13984,PS193,62,C
2494,13985,GE194,56,D
2495,13987,EX195,53,D
2496,13001,ET196,89,A
2497,13003,TH197,92,A
2498,13006,PS198,72,B
2499,13009,SE199,62,C
2500,13012,RE200,43,F
2501,13019,DI201,73,B
2502,13026,IN202,50,D
2503,13027,IN204,97,A
2504,13029,PR205,67,C
2505,13030,FO206,49,F
2506,13031,PS207,58,D
2507,13032,FO208,77,B
2508,13035,PR209,42,F
2509,13038,ET210,40,F
2510,13039,DI211,71,B
2511,13041,RE212,77,B
2512,13045,PR214,93,A
2513,13047,ET215,69,C
2514,13059,LA216,80,A
2515,13060,JU217,47,F
2516,13062,PR218,91,A
2517,13065,IN219,87,A
2518,13068,LA220,100,A
2519,13072,CR221,59,D
2520,13073,LE222,69,C
2521,13074,AR223,57,D
2522,13077,CI224,58,D
2523,13078,PR225,76,B
2524,13080,PR226,46,F
2525,13082,PR227,81,A
2526,13088,QU228,44,F
2527,13091,IN229,96,A
2528,13092,CO230,92,A
2529,13093,AD231,65,C
2530,13098,TR232,80,A
2531,13100,AD233,72,B
2532,13102,AU234,68,C
2533,13103,IN235,60,C
2534,13104,AC236,75,B
2535,13107,RE238,79,B
2536,13108,PR239,88,A
2537,13110,AP240,79,B
2538,13115,BU241,56,D
2539,13117,PR242,57,D
2540,13119,FI243,49,F
2541,13123,DA244,44,F
2542,13125,BU245,89,A
2543,13126,AP246,68,C
2544,13127,AP247,75,B
2545,13128,PR248,86,A
2546,13130,OP249,79,B
2547,13131,ET250,45,F
2548,13132,ST251,54,D
2549,13134,EL252,63,C
2550,13136,MA100,75,B
2551,13137,CH101,75,B
2552,13138,EN102,49,F
2553,13140,BA103,70,B
2554,13141,ME104,49,F
2555,13142,EN105,68,C
2556,13144,PH106,96,A
2557,13146,PR107,96,A
2558,13147,EL108,77,B
2559,13148,IN109,86,A
2560,13149,DI110,83,A
2561,13151,EL111,44,F
2562,13156,EL112,45,F
2563,13164,EL113,79,B
2564,13169,CM114,55,D
2565,13173,CO115,99,A
2566,13174,EL116,64,C
2567,13175,FI117,80,A
2568,13176,EL118,55,D
2569,13178,UT119,74,B
2570,13180,MA120,54,D
2571,13184,CH121,86,A
2572,13185,EL122,96,A
2573,13192,EN123,83,A
2574,13193,PH124,41,F
2575,13195,AD125,64,C
2576,13200,EL126,96,A
2577,13207,MA127,72,B
2578,13210,LI128,64,C
2579,13213,RE129,51,D
2580,13217,DI130,76,B
2581,13218,IN131,54,D
2582,13219,BA132,93,A
2583,13226,AN133,61,C
2584,13228,GE134,78,B
2585,13229,GE135,85,A
2586,13241,EL136,66,C
2587,13246,AN137,62,C
2588,13247,BA138,62,C
2589,13248,BA139,84,A
2590,13249,FI140,70,B
2591,13253,AN141,75,B
2592,13254,BI142,66,C
2593,13255,AN143,57,D
2594,13258,GE144,92,A
2595,13259,AN145,80,A
2596,13263,FI146,87,A
2597,13264,PA147,78,B
2598,13271,RE148,98,A
2599,13273,BI149,46,F
2600,13274,AN150,75,B
2601,13275,AN151,94,A
2602,13281,AN152,73,B
2603,13285,PH153,78,B
2604,13287,PH154,88,A
2605,13288,FI155,44,F
2606,13289,RA156,43,F
2607,13291,PR157,73,B
2608,13292,PR158,93,A
2609,13293,ST159,79,B
2610,13294,DA160,54,D
2611,13303,DA161,94,A
2612,13304,AP162,77,B
2613,13306,DA163,58,D
2614,13307,PR164,64,C
2615,13308,PR165,89,A
2616,13314,ST166,73,B
2617,13317,DA167,84,A
2618,13320,DA168,75,B
2619,13323,MA169,76,B
2620,13324,AP170,68,C
2621,13327,DA171,55,D
2622,13328,ST172,80,A
2623,13331,MA173,88,A
2624,13333,DI174,69,C
2625,13334,SO175,63,C
2626,13335,AD176,99,A
2627,13336,NE177,89,A
2628,13343,PR178,64,C
2629,13346,WE179,88,A
2630,13347,AP180,55,D
2631,13349,EN181,85,A
2632,13356,DA182,70,B
2633,13361,CO183,73,B
2634,13365,AP184,48,F
2635,13374,WE185,42,F
2636,13378,SU187,99,A
2637,13381,CL188,63,C
2638,13383,TH189,79,B
2639,13384,TH190,97,A
2640,13388,TH191,92,A
2641,13391,TH192,44,F
2642,13393,PS193,71,B
2643,13395,GE194,83,A
2644,13396,EX195,60,C
2645,13401,ET196,81,A
2646,13402,TH197,77,B
2647,13403,SE199,84,A
2648,13405,RE200,65,C
2649,13409,DI201,74,B
2650,13410,IN202,63,C
2651,13411,PS203,98,A
2652,13412,IN204,72,B
2653,13416,PR205,93,A
2654,13417,FO206,98,A
2655,13418,PS207,60,C
2656,13420,PR209,73,B
2657,13422,ET210,44,F
2658,13426,DI211,96,A
2659,13427,RE212,72,B
2660,13428,SO213,95,A
2661,13429,PR214,43,F
2662,13431,LA216,72,B
2663,13437,JU217,75,B
2664,13439,PR218,89,A
2665,13440,IN219,60,C
2666,13441,LA220,56,D
2667,13443,CR221,70,B
2668,13449,LE222,56,D
2669,13451,AR223,89,A
2670,13454,CI224,53,D
2671,13455,PR225,77,B
2672,13458,PR226,92,A
2673,13459,PR227,44,F
2674,13462,QU228,42,F
2675,13463,IN229,98,A
2676,13464,CO230,60,C
2677,13465,AD231,60,C
2678,13466,TR232,42,F
2679,13468,AD233,72,B
2680,13469,AU234,82,A
2681,13470,IN235,65,C
2682,13471,AC236,48,F
2683,13474,RE238,75,B
2684,13475,PR239,94,A
2685,13476,AP240,46,F
2686,13481,BU241,76,B
2687,13484,PR242,71,B
2688,13486,FI243,61,C
2689,13488,DA244,44,F
2690,13489,BU245,41,F
2691,13490,AP246,68,C
2692,13496,AP247,53,D
2693,13505,PR248,40,F
2694,13509,OP249,56,D
2695,13511,ET250,46,F
2696,13514,ST251,56,D
2697,13518,EL252,56,D
2698,13520,MA100,78,B
2699,13522,CH101,80,A
2700,13525,EN102,83,A
2701,13530,BA103,68,C
2702,13536,ME104,78,B
2703,13537,EN105,85,A
2704,13540,PH106,77,B
2705,13541,EL108,87,A
2706,13544,IN109,40,F
2707,13547,DI110,81,A
2708,13553,EL111,54,D
2709,13554,EL112,93,A
2710,13557,EL113,87,A
2711,13558,CM114,47,F
2712,13560,CO115,68,C
2713,13561,FI117,80,A
2714,13563,EL118,67,C
2715,13564,UT119,56,D
2716,13567,MA120,92,A
2717,13573,EL122,93,A
2718,13574,EN123,90,A
2719,13575,PH124,55,D
2720,13576,AD125,100,A
2721,13577,EL126,75,B
2722,13581,MA127,84,A
2723,13586,LI128,47,F
2724,13587,RE129,57,D
2725,13588,DI130,79,B
2726,13589,IN131,53,D
2727,13590,BA132,100,A
2728,13591,AN133,55,D
2729,13594,GE134,94,A
2730,13597,EL136,85,A
2731,13599,AN137,93,A
2732,13600,BA138,78,B
2733,13603,BA139,89,A
2734,13605,FI140,64,C
2735,13608,AN141,42,F
2736,13609,BI142,91,A
2737,13611,AN143,99,A
2738,13612,GE144,67,C
2739,13617,AN145,52,D
2740,13619,FI146,91,A
2741,13620,PA147,67,C
2742,13624,RE148,67,C
2743,13625,BI149,68,C
2744,13628,AN150,88,A
2745,13633,AN151,51,D
2746,13634,AN152,62,C
2747,13635,PH153,42,F
2748,13636,PH154,82,A
2749,13637,FI155,60,C
2750,13641,RA156,46,F
2751,13642,PR157,96,A
2752,13646,PR158,62,C
2753,13647,ST159,71,B
2754,13655,DA160,58,D
2755,13659,DA161,52,D
2756,13663,AP162,45,F
2757,13664,DA163,48,F
2758,13665,PR164,93,A
2759,13666,PR165,56,D
2760,13669,ST166,68,C
2761,13671,DA167,60,C
2762,13672,DA168,47,F
2763,13673,MA169,46,F
2764,13675,AP170,59,D
2765,13683,DA171,63,C
2766,13684,ST172,94,A
2767,13685,MA173,60,C
2768,13688,DI174,51,D
2769,13689,SO175,83,A
2770,13692,AD176,85,A
2771,13693,NE177,99,A
2772,13696,PR178,46,F
2773,13700,WE179,62,C
2774,13701,AP180,52,D
2775,13703,EN181,95,A
2776,13706,DA182,55,D
2777,13707,CO183,45,F
2778,13710,AP184,67,C
2779,13711,WE185,42,F
2780,13712,DI186,69,C
2781,13713,SU187,63,C
2782,13714,CL188,90,A
2783,13721,TH189,90,A
2784,13723,TH190,72,B
2785,13724,TH191,75,B
2786,13727,TH192,90,A
2787,13730,PS193,56,D
2788,13731,GE194,43,F
2789,13733,EX195,68,C
2790,13734,ET196,51,D
2791,13737,TH197,69,C
2792,13738,PS198,56,D
2793,13745,SE199,92,A
2794,13746,RE200,73,B
2795,13747,DI201,47,F
2796,13750,IN202,86,A
2797,13752,PS203,94,A
2798,13756,IN204,62,C
2799,13757,PR205,86,A
2800,13758,FO206,41,F
2801,13760,PS207,77,B
2802,13761,FO208,56,D
2803,13763,PR209,89,A
2804,13765,ET210,99,A
2805,13767,DI211,91,A
2806,13769,RE212,40,F
2807,13772,SO213,41,F
2808,13773,PR214,79,B
2809,13774,ET215,94,A
2810,13777,LA216,90,A
2811,13785,JU217,99,A
2812,13786,PR218,63,C
2813,13791,IN219,77,B
2814,13792,LA220,87,A
2815,13793,CR221,71,B
2816,13797,AR223,73,B
2817,13798,CI224,61,C
2818,13799,PR225,76,B
2819,13800,PR226,75,B
2820,13801,PR227,96,A
2821,13802,QU228,88,A
2822,13804,IN229,49,F
2823,13807,CO230,75,B
2824,13808,AD231,69,C
2825,13810,TR232,48,F
2826,13813,AU234,43,F
2827,13814,IN235,100,A
2828,13815,AC236,65,C
2829,13816,DI237,92,A
2830,13817,RE238,40,F
2831,13822,PR239,65,C
2832,13823,AP240,51,D
2833,13826,BU241,93,A
2834,13827,PR242,72,B
2835,13828,FI243,56,D
2836,13829,DA244,40,F
2837,13830,BU245,40,F
2838,13838,AP246,51,D
2839,13839,AP247,48,F
2840,13840,PR248,67,C
2841,13841,OP249,97,A
2842,13842,ET250,43,F
2843,13843,ST251,56,D
2844,13847,EL252,91,A
2845,13854,MA100,80,A
2846,13860,CH101,98,A
2847,13861,EN102,54,D
2848,13862,BA103,89,A
2849,13867,ME104,86,A
2850,13872,EN105,56,D
2851,13875,PH106,49,F
2852,13877,PR107,70,B
2853,13880,EL108,47,F
2854,13881,IN109,80,A
2855,13887,DI110,53,D
2856,13889,EL111,76,B
2857,13893,EL112,76,B
2858,13896,EL113,53,D
2859,13897,CM114,45,F
2860,13899,CO115,80,A
2861,13902,EL116,73,B
2862,13905,FI117,76,B
2863,13906,EL118,93,A
2864,13907,UT119,62,C
2865,13908,MA120,77,B
2866,13909,CH121,62,C
2867,13912,EL122,72,B
2868,13917,EN123,73,B
2869,13918,PH124,87,A
2870,13920,AD125,60,C
2871,13921,EL126,79,B
2872,13923,MA127,94,A
2873,13925,LI128,67,C
2874,13926,RE129,53,D
2875,13927,DI130,95,A
2876,13928,IN131,99,A
2877,13931,BA132,85,A
2878,13935,AN133,79,B
2879,13936,GE134,53,D
2880,13939,GE135,77,B
2881,13942,EL136,79,B
2882,13943,AN137,50,D
2883,13944,BA138,67,C
2884,13945,BA139,65,C
2885,13950,FI140,96,A
2886,13958,AN141,79,B
2887,13959,BI142,74,B
2888,13963,AN143,44,F
2889,13965,GE144,58,D
2890,13972,AN145,98,A
2891,13975,FI146,95,A
2892,13976,PA147,69,C
2893,13978,RE148,89,A
2894,13981,BI149,69,C
2895,13982,AN150,42,F
2896,13987,AN151,68,C
2897,13988,AN152,74,B
2898,13989,PH153,97,A
2899,13993,PH154,57,D
2900,13994,FI155,59,D
2901,13000,RA156,50,D
2902,13009,PR157,94,A
2903,13010,PR158,60,C
2904,13013,ST159,73,B
2905,13020,DA160,92,A
2906,13021,DA161,68,C
2907,13023,AP162,50,D
2908,13024,PR164,100,A
2909,13026,PR165,49,F
2910,13027,ST166,83,A
2911,13029,DA167,68,C
2912,13031,DA168,53,D
2913,13034,MA169,82,A
2914,13036,AP170,48,F
2915,13039,DA171,47,F
2916,13040,ST172,84,A
2917,13041,MA173,87,A
2918,13042,DI174,61,C
2919,13045,SO175,70,B
2920,13046,AD176,99,A
2921,13047,NE177,81,A
2922,13053,PR178,60,C
2923,13054,WE179,82,A
2924,13058,AP180,70,B
2925,13059,EN181,75,B
2926,13061,DA182,63,C
2927,13062,CO183,56,D
2928,13064,AP184,47,F
2929,13065,WE185,46,F
2930,13067,DI186,98,A
2931,13069,SU187,47,F
2932,13070,CL188,63,C
2933,13071,TH189,92,A
2934,13073,TH190,78,B
2935,13076,TH192,90,A
2936,13077,GE194,61,C
2937,13078,EX195,75,B
2938,13079,ET196,44,F
2939,13080,TH197,88,A
2940,13082,SE199,68,C
2941,13085,RE200,63,C
2942,13087,DI201,52,D
2943,13088,IN202,83,A
2944,13089,PS203,80,A
2945,13090,IN204,93,A
2946,13092,PR205,86,A
2947,13094,FO206,56,D
2948,13097,PS207,76,B
2949,13101,FO208,43,F
2950,13106,PR209,45,F
2951,13108,ET210,89,A
2952,13113,DI211,46,F
2953,13116,RE212,51,D
2954,13117,SO213,87,A
2955,13120,PR214,55,D
2956,13122,ET215,80,A
2957,13124,LA216,96,A
2958,13127,JU217,75,B
2959,13129,PR218,54,D
2960,13130,IN219,41,F
2961,13132,LA220,91,A
2962,13134,CR221,61,C
2963,13136,LE222,71,B
2964,13138,AR223,73,B
2965,13139,CI224,97,A
2966,13141,PR225,92,A
2967,13142,PR226,57,D
2968,13143,PR227,69,C
2969,13145,QU228,58,D
2970,13146,IN229,54,D
2971,13152,CO230,98,A
2972,13153,AD231,94,A
2973,13155,TR232,57,D
2974,13156,AD233,46,F
2975,13157,AU234,60,C
2976,13159,IN235,97,A
2977,13163,AC236,70,B
2978,13164,DI237,57,D
2979,13165,RE238,80,A
2980,13166,PR239,47,F
2981,13168,AP240,68,C
2982,13170,BU241,88,A
2983,13171,PR242,74,B
2984,13172,FI243,41,F
2985,13174,DA244,88,A
2986,13176,BU245,62,C
2987,13177,AP246,89,A
2988,13183,AP247,52,D
2989,13193,PR248,49,F
2990,13194,ET250,42,F
2991,13197,ST251,66,C
2992,13198,EL252,40,F
2993,13201,MA100,50,D
2994,13204,CH101,65,C
2995,13206,EN102,67,C
2996,13208,BA103,80,A
2997,13214,ME104,87,A
2998,13215,PH106,60,C
2999,13217,PR107,81,A
3000,13220,EL108,99,A
3001,13221,IN109,61,C
3002,13225,DI110,87,A
3003,13227,EL111,80,A
3004,13228,EL112,69,C
3005,13231,EL113,70,B
3006,13232,CM114,85,A
3007,13233,CO115,49,F
3008,13234,EL116,85,A
3009,13235,FI117,92,A
3010,13237,EL118,64,C
3011,13238,UT119,71,B
3012,13241,MA120,57,D
3013,13244,CH121,73,B
3014,13247,EL122,75,B
3015,13249,EN123,51,D
3016,13253,PH124,45,F
3017,13255,AD125,46,F
3018,13256,EL126,73,B
3019,13257,MA127,89,A
3020,13258,LI128,93,A
3021,13260,DI130,76,B
3022,13263,IN131,90,A
3023,13268,BA132,75,B
3024,13274,AN133,67,C
3025,13276,GE134,59,D
3026,13278,GE135,94,A
3027,13279,EL136,60,C
3028,13281,AN137,53,D
3029,13283,BA138,71,B
3030,13285,BA139,98,A
3031,13286,FI140,51,D
3032,13287,AN141,49,F
3033,13288,BI142,69,C
3034,13291,AN143,43,F
3035,13293,GE144,58,D
3036,13295,AN145,42,F
3037,13296,FI146,72,B
3038,13297,PA147,44,F
3039,13299,RE148,42,F
3040,13300,BI149,41,F
3041,13301,AN150,63,C
3042,13305,AN151,67,C
3043,13306,AN152,87,A
3044,13308,PH153,70,B
3045,13311,PH154,46,F
3046,13315,FI155,68,C
3047,13318,PR157,81,A
3048,13320,PR158,46,F
3049,13326,ST159,96,A
3050,13330,DA160,81,A
3051,13331,DA161,95,A
3052,13334,AP162,59,D
3053,13336,DA163,54,D
3054,13337,PR164,42,F
3055,13339,PR165,46,F
3056,13340,ST166,69,C
3057,13341,DA167,87,A
3058,13342,DA168,87,A
3059,13345,MA169,94,A
3060,13346,AP170,72,B
3061,13348,DA171,51,D
3062,13353,ST172,80,A
3063,13361,MA173,84,A
3064,13364,DI174,92,A
3065,13365,SO175,42,F
3066,13366,AD176,58,D
3067,13368,NE177,83,A
3068,13374,WE179,82,A
3069,13379,AP180,49,F
3070,13381,EN181,69,C
3071,13382,DA182,95,A
3072,13386,CO183,96,A
3073,13387,AP184,64,C
3074,13389,WE185,66,C
3075,13392,DI186,93,A
3076,13395,SU187,72,B
3077,13396,CL188,92,A
3078,13401,TH189,45,F
3079,13402,TH190,72,B
3080,13406,TH191,90,A
3081,13410,TH192,60,C
3082,13411,PS193,86,A
3083,13415,GE194,68,C
3084,13416,EX195,99,A
3085,13423,ET196,79,B
3086,13424,TH197,93,A
3087,13425,PS198,61,C
3088,13431,SE199,99,A
3089,13433,RE200,48,F
3090,13434,IN202,88,A
3091,13436,PS203,70,B
3092,13438,PR205,72,B
3093,13439,FO206,97,A
3094,13443,PS207,51,D
3095,13445,FO208,63,C
3096,13449,PR209,100,A
3097,13453,ET210,61,C
3098,13455,DI211,63,C
3099,13456,RE212,40,F
3100,14000,EN102,84,A
3101,14004,BA103,54,D
3102,14005,ME104,88,A
3103,14007,EN105,86,A
3104,14010,PH106,62,C
3105,14011,EL108,75,B
3106,14012,DI110,49,F
3107,14014,EL111,57,D
3108,14019,EL112,66,C
3109,14022,EL113,52,D
3110,14031,CM114,78,B
3111,14032,CO115,65,C
3112,14033,EL116,60,C
3113,14037,FI117,84,A
3114,14039,EL118,95,A
3115,14044,UT119,97,A
3116,14045,MA120,83,A
3117,14049,EL122,82,A
3118,14050,EN123,73,B
3119,14054,PH124,54,D
3120,14066,AD125,85,A
3121,14068,EL126,64,C
3122,14071,MA127,87,A
3123,14072,LI128,80,A
3124,14080,RE129,57,D
3125,14081,DI130,59,D
3126,14088,IN131,73,B
3127,14091,BA132,74,B
3128,14095,AN133,60,C
3129,14096,GE134,46,F
3130,14098,GE135,91,A
3131,14099,EL136,76,B
3132,14101,AN137,63,C
3133,14105,BA138,64,C
3134,14106,BA139,70,B
3135,14108,FI140,53,D
3136,14109,AN141,73,B
3137,14112,BI142,49,F
3138,14113,AN143,87,A
3139,14116,GE144,72,B
3140,14117,AN145,60,C
3141,14118,FI146,74,B
3142,14119,PA147,54,D
3143,14121,RE148,86,A
3144,14123,BI149,47,F
3145,14125,AN150,74,B
3146,14128,AN151,85,A
3147,14129,AN152,46,F
3148,14130,PH153,49,F
3149,14131,PH154,83,A
3150,14133,RA156,40,F
3151,14134,PR157,66,C
3152,14135,PR158,85,A
3153,14136,DA160,75,B
3154,14138,DA161,51,D
3155,14141,AP162,72,B
3156,14142,DA163,74,B
